"indicateur","libellés","villes","Unit","Date","Value"
"Evolution des températures  (en °C et dixième)","Températures maximales","Atakpamé","°C","2018M8","29"
"Evolution des températures  (en °C et dixième)","Températures maximales","Atakpamé","°C","2018M9","30"
"Evolution des températures  (en °C et dixième)","Températures maximales","Atakpamé","°C","2018M10","31"
"Evolution des températures  (en °C et dixième)","Températures maximales","Atakpamé","°C","2018M11","33"
"Evolution des températures  (en °C et dixième)","Températures maximales","Atakpamé","°C","2018M12","33"
"Evolution des températures  (en °C et dixième)","Températures maximales","Atakpamé","°C","2019M1","35"
"Evolution des températures  (en °C et dixième)","Températures maximales","Atakpamé","°C","2019M2","36"
"Evolution des températures  (en °C et dixième)","Températures maximales","Atakpamé","°C","2019M3","35"
"Evolution des températures  (en °C et dixième)","Températures maximales","Atakpamé","°C","2019M4","34"
"Evolution des températures  (en °C et dixième)","Températures maximales","Atakpamé","°C","2019M5","32"
"Evolution des températures  (en °C et dixième)","Températures maximales","Atakpamé","°C","2019M6","31"
"Evolution des températures  (en °C et dixième)","Températures maximales","Atakpamé","°C","2019M7","30"
"Evolution des températures  (en °C et dixième)","Températures maximales","Atakpamé","°C","2019M8","29"
"Evolution des températures  (en °C et dixième)","Températures maximales","Atakpamé","°C","2019M9","30"
"Evolution des températures  (en °C et dixième)","Températures maximales","Atakpamé","°C","2019M10","30"
"Evolution des températures  (en °C et dixième)","Températures maximales","Atakpamé","°C","2019M11","33"
"Evolution des températures  (en °C et dixième)","Températures maximales","Atakpamé","°C","2019M12","34"
"Evolution des températures  (en °C et dixième)","Températures maximales","Sotouboua","°C","2013M1","35"
"Evolution des températures  (en °C et dixième)","Températures maximales","Sotouboua","°C","2013M2","36"
"Evolution des températures  (en °C et dixième)","Températures maximales","Sotouboua","°C","2013M3","36"
"Evolution des températures  (en °C et dixième)","Températures maximales","Sotouboua","°C","2013M4","34"
"Evolution des températures  (en °C et dixième)","Températures maximales","Sotouboua","°C","2013M5","34"
"Evolution des températures  (en °C et dixième)","Températures maximales","Sotouboua","°C","2013M6","32"
"Evolution des températures  (en °C et dixième)","Températures maximales","Sotouboua","°C","2013M7","30"
"Evolution des températures  (en °C et dixième)","Températures maximales","Sotouboua","°C","2013M8","29"
"Evolution des températures  (en °C et dixième)","Températures maximales","Sotouboua","°C","2013M9","29"
"Evolution des températures  (en °C et dixième)","Températures maximales","Sotouboua","°C","2013M10","32"
"Evolution des températures  (en °C et dixième)","Températures maximales","Sotouboua","°C","2013M11","34"
"Evolution des températures  (en °C et dixième)","Températures maximales","Sotouboua","°C","2013M12","35"
"Evolution des températures  (en °C et dixième)","Températures maximales","Sotouboua","°C","2014M1","35"
"Evolution des températures  (en °C et dixième)","Températures maximales","Sotouboua","°C","2014M2","36"
"Evolution des températures  (en °C et dixième)","Températures maximales","Sotouboua","°C","2014M3","36"
"Evolution des températures  (en °C et dixième)","Températures maximales","Sotouboua","°C","2014M4","35"
"Evolution des températures  (en °C et dixième)","Températures maximales","Sotouboua","°C","2014M5","33"
"Evolution des températures  (en °C et dixième)","Températures maximales","Sotouboua","°C","2014M6","33"
"Evolution des températures  (en °C et dixième)","Températures maximales","Sotouboua","°C","2014M7","31"
"Evolution des températures  (en °C et dixième)","Températures maximales","Sotouboua","°C","2014M8","29"
"Evolution des températures  (en °C et dixième)","Températures maximales","Sotouboua","°C","2014M9","30"
"Evolution des températures  (en °C et dixième)","Températures maximales","Sotouboua","°C","2014M10","32"
"Evolution des températures  (en °C et dixième)","Températures maximales","Sotouboua","°C","2014M11","34"
"Evolution des températures  (en °C et dixième)","Températures maximales","Sotouboua","°C","2014M12","35"
"Evolution des températures  (en °C et dixième)","Températures maximales","Sotouboua","°C","2015M1","34"
"Evolution des températures  (en °C et dixième)","Températures maximales","Sotouboua","°C","2015M2","36"
"Evolution des températures  (en °C et dixième)","Températures maximales","Sotouboua","°C","2015M3","37"
"Evolution des températures  (en °C et dixième)","Températures maximales","Sotouboua","°C","2015M4","35"
"Evolution des températures  (en °C et dixième)","Températures maximales","Sotouboua","°C","2015M5","34"
"Evolution des températures  (en °C et dixième)","Températures maximales","Sotouboua","°C","2015M6","30"
"Evolution des températures  (en °C et dixième)","Températures maximales","Sotouboua","°C","2015M7","31"
"Evolution des températures  (en °C et dixième)","Températures maximales","Sotouboua","°C","2015M8","30"
"Evolution des températures  (en °C et dixième)","Températures maximales","Sotouboua","°C","2015M9","31"
"Evolution des températures  (en °C et dixième)","Températures maximales","Sotouboua","°C","2015M10","32"
"Evolution des températures  (en °C et dixième)","Températures maximales","Sotouboua","°C","2015M11","35"
"Evolution des températures  (en °C et dixième)","Températures maximales","Sotouboua","°C","2015M12","33"
"Evolution des températures  (en °C et dixième)","Températures maximales","Sotouboua","°C","2016M1","36"
"Evolution des températures  (en °C et dixième)","Températures maximales","Sotouboua","°C","2016M2","36"
"Evolution des températures  (en °C et dixième)","Températures maximales","Sotouboua","°C","2016M3","36"
"Evolution des températures  (en °C et dixième)","Températures maximales","Sotouboua","°C","2016M4","38"
"Evolution des températures  (en °C et dixième)","Températures maximales","Sotouboua","°C","2016M5","37"
"Evolution des températures  (en °C et dixième)","Températures maximales","Sotouboua","°C","2016M6","33"
"Evolution des températures  (en °C et dixième)","Températures maximales","Sotouboua","°C","2016M7","31"
"Evolution des températures  (en °C et dixième)","Températures maximales","Sotouboua","°C","2016M8","30"
"Evolution des températures  (en °C et dixième)","Températures maximales","Sotouboua","°C","2016M9","31"
"Evolution des températures  (en °C et dixième)","Températures maximales","Sotouboua","°C","2016M10","33"
"Evolution des températures  (en °C et dixième)","Températures maximales","Sotouboua","°C","2016M11","36"
"Evolution des températures  (en °C et dixième)","Températures maximales","Sotouboua","°C","2016M12","35"
"Evolution des températures  (en °C et dixième)","Températures maximales","Sotouboua","°C","2017M1","35"
"Evolution des températures  (en °C et dixième)","Températures maximales","Sotouboua","°C","2017M2","33"
"Evolution des températures  (en °C et dixième)","Températures maximales","Sotouboua","°C","2017M3","37"
"Evolution des températures  (en °C et dixième)","Températures maximales","Sotouboua","°C","2017M4","35"
"Evolution des températures  (en °C et dixième)","Températures maximales","Sotouboua","°C","2017M5","33"
"Evolution des températures  (en °C et dixième)","Températures maximales","Sotouboua","°C","2017M6","31"
"Evolution des températures  (en °C et dixième)","Températures maximales","Sotouboua","°C","2017M7","30"
"Evolution des températures  (en °C et dixième)","Températures maximales","Sotouboua","°C","2017M8","29"
"Evolution des températures  (en °C et dixième)","Températures maximales","Sotouboua","°C","2017M9","30"
"Evolution des températures  (en °C et dixième)","Températures maximales","Sotouboua","°C","2017M10","33"
"Evolution des températures  (en °C et dixième)","Températures maximales","Sotouboua","°C","2017M11","35"
"Evolution des températures  (en °C et dixième)","Températures maximales","Sotouboua","°C","2017M12","34"
"Evolution des températures  (en °C et dixième)","Températures maximales","Sotouboua","°C","2018M1","34"
"Evolution des températures  (en °C et dixième)","Températures maximales","Sotouboua","°C","2018M2","34"
"Evolution des températures  (en °C et dixième)","Températures maximales","Sotouboua","°C","2018M3","35"
"Evolution des températures  (en °C et dixième)","Températures maximales","Sotouboua","°C","2018M4","35"
"Evolution des températures  (en °C et dixième)","Températures maximales","Sotouboua","°C","2018M5","32"
"Evolution des températures  (en °C et dixième)","Températures maximales","Sotouboua","°C","2018M6","31"
"Evolution des températures  (en °C et dixième)","Températures maximales","Sotouboua","°C","2018M7","29"
"Evolution des températures  (en °C et dixième)","Températures maximales","Sotouboua","°C","2018M8","29"
"Evolution des températures  (en °C et dixième)","Températures maximales","Sotouboua","°C","2018M9","31"
"Evolution des températures  (en °C et dixième)","Températures maximales","Sotouboua","°C","2018M10","32"
"Evolution des températures  (en °C et dixième)","Températures maximales","Sotouboua","°C","2018M11","35"
"Evolution des températures  (en °C et dixième)","Températures maximales","Sotouboua","°C","2018M12","34"
"Evolution des températures  (en °C et dixième)","Températures maximales","Sotouboua","°C","2019M1","35"
"Evolution des températures  (en °C et dixième)","Températures maximales","Sotouboua","°C","2019M2","34"
